Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,6,fiat egea,4,"fiat'ın yeni projesi. (bkz: #51516339) verilen bilgiye göre tasarımı italya'da, ar-ge faaliyetleri tofaş'ta yapılmış. büyük ihtimalle kompakt sınıfta focus, jetta-golf, corolla-auris, mazda 3, i30-elantra gibi modellerle yarışmak için geliştirildi. zira mevcut model bravo, türkiye pazarı gibi pazarlarda biraz zayıf kalıyor.(bkz: #51518746) bu entryde verilen linke göre de aegea sadece proje ismiymiş. gerçek ismi zaten pazara göre en kolay söylenebilecek isimden seçiliyor veya pazarda ses getirmiş eski modellerden alıyorlar.görünce ilk olarak aklıma yeni (bkz: dodge dart) geldi. alfa romeo alt yapısını kullanırlar mı acaba diye de düşündüm. eğer tofaş yeni bir montaj hattı kurmadı ise, eski platformlardan geliştirilen bir otomobil olacaktır tahminimce. tabii ki uzman değilim, uzman arkadaşlar daha iyi biliyordur. eğer tofaş yeni teknolojiler entegre etmeyi başarırsa uzun ve başarılı bir satış hayatı olur, yok sadece kompakt sedanlara ucuz bir alternatif olarak geliştirildi ise sadece linea modelinin biraz irisi olur. bu da dodge dart","[""fiat'ın"", 'yeni', 'projesi', 'bkz', '51516339', 'verilen', 'bilgiye', 'göre', 'tasarımı', ""italya'da"", 'ar-ge', 'faaliyetleri', ""tofaş'ta"", 'yapılmış', 'büyük', 'ihtimalle', 'kompakt', 'sınıfta', 'focus', 'jetta-golf', 'corolla-auris', 'mazda', '3', 'i30-elantra', 'modellerle', 'yarışmak', 'geliştirildi', 'zira', 'mevcut', 'model', 'bravo', 'türkiye', 'pazarı', 'pazarlarda', 'biraz', 'zayıf', 'kalıyor', 'bkz', '51518746', 'entryde', 'verilen', 'linke', 'göre', 'aegea', 'sadece', 'proje', 'ismiymiş', 'gerçek', 'ismi', 'zaten', 'pazara', 'göre', 'kolay', 'söylenebilecek', 'isimden', 'seçiliyor', 'pazarda', 'ses', 'getirmiş', 'eski', 'modellerden', 'alıyorlar.görünce', 'ilk', 'olarak', 'aklıma', 'yeni', 'bkz', 'dodge', 'dart', 'geldi', 'alfa', 'romeo', 'alt', 'yapısını', 'kullanırlar', 'düşündüm', 'tofaş', 'yeni', 'bir', 'montaj', 'hattı', 'kurmadı', 'eski', 'platformlardan', 'geliştirilen', 'bir', 'otomobil', 'olacaktır', 'tahminimce', 'tabii', 'uzman', 'değilim', 'uzman', 'arkadaşlar', 'iyi', 'biliyordur', 'tofaş', 'yeni', 'teknolojiler', 'entegre', 'etmeyi', 'başarırsa', 'uzun', 'başarılı', 'bir', 'satış', 'hayatı', 'olur', 'yok', 'sadece', 'kompakt', 'sedanlara', 'ucuz', 'bir', 'alternatif', 'olarak', 'geliştirildi', 'sadece', 'linea', 'modelinin', 'biraz', 'irisi', 'olur', 'dodge', 'dart']"
fiat egea,6,fiat egea,5,"arabanın geneli hoş duruyor. ön farlar çok boş bakıyor. mercek veya led gündüz farlarıyla daha doyurucu olabilirdi. arka tarafta ise krom çıtanın alt tarafı, plakalık bölmesi tepsi gibi bomboş. bu iki detay haricinde güzel olmuş. daha küçük gerçekçi jantlarla daha oturaklı güzel görünecektir.","['arabanın', 'geneli', 'hoş', 'duruyor', 'ön', 'farlar', 'boş', 'bakıyor', 'mercek', 'led', 'gündüz', 'farlarıyla', 'doyurucu', 'olabilirdi', 'arka', 'tarafta', 'krom', 'çıtanın', 'alt', 'tarafı', 'plakalık', 'bölmesi', 'tepsi', 'bomboş', 'iki', 'detay', 'haricinde', 'güzel', 'olmuş', 'küçük', 'gerçekçi', 'jantlarla', 'oturaklı', 'güzel', 'görünecektir']"
fiat egea,6,fiat egea,6,stop lambaları bildiğin superb lan dedirten fiat'ın yeni sedan aracı. aga multijet kaliteli motor eyvallah da şu araçla fiat albea'nın aynı motoru kullanması beni yaralıyor. neyse detaylara bakmak lazım tabi 1.3 multijet kullanmaz herhalde.,"['stop', 'lambaları', 'bildiğin', 'superb', 'lan', 'dedirten', ""fiat'ın"", 'yeni', 'sedan', 'aracı', 'aga', 'multijet', 'kaliteli', 'motor', 'eyvallah', 'araçla', 'fiat', ""albea'nın"", 'aynı', 'motoru', 'kullanması', 'beni', 'yaralıyor', 'neyse', 'detaylara', 'bakmak', 'lazım', 'tabi', '1.3', 'multijet', 'kullanmaz', 'herhalde']"
fiat egea,6,fiat egea,7,bunun hatchbackini de yapip bravo'yu iskartaya cikartirlarsa bravo fiyatlari duser muhtemelen. ben kendisini hala seviyorum.kendimi yanci gibi hissettim.,"['bunun', 'hatchbackini', 'yapip', ""bravo'yu"", 'iskartaya', 'cikartirlarsa', 'bravo', 'fiyatlari', 'duser', 'muhtemelen', 'ben', 'kendisini', 'hala', 'seviyorum.kendimi', 'yanci', 'hissettim']"
fiat egea,6,fiat egea,8,"linea'nin yenisi gibi gormek haksizlik olabilir.linea, corsa'larin 500l'lerin, doblo'larin uretildigi platformda uretiliyor:http://en.wikipedia.org/…iki/gm_fiat_small_platformaegea ise dart'larin, giulietta'larin, cherokee'lerin uretildigi platformda uretiliyor:http://en.wikipedia.org/wiki/fiat_compact_platformbu aegea'nin turkiye'de tutabilmesi icin bana gore 3 sey lazim:1 - ismini degistirmeleri2 - 1.6 dizel otomatik makul aksesuarli********** bir versiyonu 65000-70000 lira seviyelerinde satmalari3 - dusuk servis fiyatlarıeger bu 3'unu yaparlarsa (hadi isim kismi espri olsun) son 2'sini yaparlarsa, bu araba bestseller olur. benzer donanimdaki hyundai i30 icin 82000 lira para istiyorlar. cok daha dusuk donanimli ve servise gitmeye korktugunuz jetta'lar icin 90000 lira para istiyorlar.","[""linea'nin"", 'yenisi', 'gormek', 'haksizlik', 'olabilir.linea', ""corsa'larin"", ""500l'lerin"", ""doblo'larin"", 'uretildigi', 'platformda', 'uretiliyor', 'http', '//en.wikipedia.org/…iki/gm_fiat_small_platformaegea', ""dart'larin"", ""giulietta'larin"", ""cherokee'lerin"", 'uretildigi', 'platformda', 'uretiliyor', 'http', '//en.wikipedia.org/wiki/fiat_compact_platformbu', ""aegea'nin"", ""turkiye'de"", 'tutabilmesi', 'icin', 'bana', 'gore', '3', 'sey', 'lazim:1', 'ismini', 'degistirmeleri2', '1.6', 'dizel', 'otomatik', 'makul', 'aksesuarli', 'bir', 'versiyonu', '65000-70000', 'lira', 'seviyelerinde', 'satmalari3', 'dusuk', 'servis', 'fiyatlarıeger', ""3'unu"", 'yaparlarsa', 'hadi', 'isim', 'kismi', 'espri', 'olsun', 'son', ""2'sini"", 'yaparlarsa', 'araba', 'bestseller', 'olur', 'benzer', 'donanimdaki', 'hyundai', 'i30', 'icin', '82000', 'lira', 'para', 'istiyorlar', 'cok', 'dusuk', 'donanimli', 'servise', 'gitmeye', 'korktugunuz', ""jetta'lar"", 'icin', '90000', 'lira', 'para', 'istiyorlar']"
fiat egea,6,fiat egea,9,focus diye mondeo fotosu atacak kadar afallatmıstır yurdum insanını. başarılı herhalde,"['focus', 'mondeo', 'fotosu', 'atacak', 'kadar', 'afallatmıstır', 'yurdum', 'insanını', 'başarılı', 'herhalde']"
fiat egea,6,fiat egea,10,sunroof koysunlar olm. resmen linea alınmamasına sebep. şu dünyada b sınıfı sedan ya da küçük c serisi denen modellere sunroof koyan tek model hyundai accent era idi. gerçi onun gibi bir efsane asla gelmeyecek ama yine de sunroof koyun olm.,"['sunroof', 'koysunlar', 'olm', 'resmen', 'linea', 'alınmamasına', 'sebep', 'dünyada', 'b', 'sınıfı', 'sedan', 'küçük', 'c', 'serisi', 'denen', 'modellere', 'sunroof', 'koyan', 'tek', 'model', 'hyundai', 'accent', 'era', 'idi.', 'gerçi', 'onun', 'bir', 'efsane', 'asla', 'gelmeyecek', 'yine', 'sunroof', 'koyun', 'olm']"
fiat egea,7,fiat egea,1,kanallı tavan tasarımından dolayı sunroof veya panoramik cam tavan ın opsiyonel olarak bile satın alınamayacağı araba. götlerine soksunlar.(bkz: mazda 3/@calvin klein),"['kanallı', 'tavan', 'tasarımından', 'dolayı', 'sunroof', 'panoramik', 'cam', 'tavan', 'ın', 'opsiyonel', 'olarak', 'bile', 'satın', 'alınamayacağı', 'araba', 'götlerine', 'soksunlar', 'bkz', 'mazda', '3/', 'calvin', 'klein']"
fiat egea,7,fiat egea,2,söylenene göre araç aegea ismi ile piyasaya çıkmayacak. bu sadece bir rumuz. 2016 öncesi satışa sunulması umulan araç bursa'da üretilicek. 510 litre bagaj hacmi ise ilaç firmalarının iştahını arttırcaktır. genel anlamda '' hiç satın almayacağım bir markanın '' başka bir modeli.daha da detaygelen mesajlar üzerine edit : referans olarak verdiğim autocar sitesinin yalancısıyım.,"['söylenene', 'göre', 'araç', 'aegea', 'ismi', 'piyasaya', 'çıkmayacak', 'sadece', 'bir', 'rumuz', '2016', 'öncesi', 'satışa', 'sunulması', 'umulan', 'araç', ""bursa'da"", 'üretilicek', '510', 'litre', 'bagaj', 'hacmi', 'ilaç', 'firmalarının', 'iştahını', 'arttırcaktır', 'genel', 'anlamda', '``', 'satın', 'almayacağım', 'bir', 'markanın', '``', 'başka', 'bir', 'modeli.daha', 'detaygelen', 'mesajlar', 'üzerine', 'edit', 'referans', 'olarak', 'verdiğim', 'autocar', 'sitesinin', 'yalancısıyım']"
fiat egea,7,fiat egea,3,"arka stoplar olmamış, insignia özentisi. ayrıca o direksiyon simidini tasarlamada emeği geçen herkesin alnından öpeyim. çok başarılı bir çalışma olmuş çocuklar. şimdi gidip mondeo satın alabiliriz.opel insigniafiat aegeayok lan dikkatli baktımda sanırım bu arka stop volvo arka stop'undan sonra gördüğüm en çirkin arka stop. kısaca çöp.edit: buna tasarım faciası diyorduk birde talisman çıktı.","['arka', 'stoplar', 'olmamış', 'insignia', 'özentisi', 'ayrıca', 'direksiyon', 'simidini', 'tasarlamada', 'emeği', 'geçen', 'herkesin', 'alnından', 'öpeyim', 'başarılı', 'bir', 'çalışma', 'olmuş', 'çocuklar', 'şimdi', 'gidip', 'mondeo', 'satın', 'alabiliriz.opel', 'insigniafiat', 'aegeayok', 'lan', 'dikkatli', 'baktımda', 'sanırım', 'arka', 'stop', 'volvo', 'arka', ""stop'undan"", 'sonra', 'gördüğüm', 'çirkin', 'arka', 'stop', 'kısaca', 'çöp.edit', 'buna', 'tasarım', 'faciası', 'diyorduk', 'birde', 'talisman', 'çıktı']"
fiat egea,7,fiat egea,4,proje başında koyulan ağırlık hedefinin de altına inen araba.gerçi proje seri imalata bağlanabilmiş değil henüz.,"['proje', 'başında', 'koyulan', 'ağırlık', 'hedefinin', 'altına', 'inen', 'araba.gerçi', 'proje', 'seri', 'imalata', 'bağlanabilmiş', 'değil', 'henüz']"
fiat egea,7,fiat egea,5,vites topuzunun altındaki çıtçıtıyla doğan slx'e selam çakıyor.,"['vites', 'topuzunun', 'altındaki', 'çıtçıtıyla', 'doğan', 'slx', 'e', 'selam', 'çakıyor']"
fiat egea,7,fiat egea,6,"dodge dart'ın avrupa için yeniden yorumlanmış hali. peugeot 301, citroen c-elysee, skoda rapid ve renault scala'ya rakip olacak. 4,500 mm uzunluk, 1,780 mm genişlik ve 1,480 mm yükseklik ise ölçüleri; aks aralığı 2,640 mm olarak belirtilmiş ve bagaj hacmi ise 510l.bursa'da peugeot bipper, citroën nemo ve opel combo ile birlikte aynı fabrikada üretilecekmiş. http://www.fiat.com/com/aegea","['dodge', ""dart'ın"", 'avrupa', 'yeniden', 'yorumlanmış', 'hali', 'peugeot', '301', 'citroen', 'c-elysee', 'skoda', 'rapid', 'renault', ""scala'ya"", 'rakip', 'olacak', '4,500', 'mm', 'uzunluk', '1,780', 'mm', 'genişlik', '1,480', 'mm', 'yükseklik', 'ölçüleri', 'aks', 'aralığı', '2,640', 'mm', 'olarak', 'belirtilmiş', 'bagaj', 'hacmi', ""510l.bursa'da"", 'peugeot', 'bipper', 'citroën', 'nemo', 'opel', 'combo', 'birlikte', 'aynı', 'fabrikada', 'üretilecekmiş', 'http', '//www.fiat.com/com/aegea']"
fiat egea,7,fiat egea,7,"herkes bir modele benzetmiş, ben de benzeteyim bari.özellikle hatchback ya da 3 kapılısı yapılırsa, volkswagen scirocco'ya benzeyecektir. önden bakıldığında, şu anki haliyle zaten onu andırmaktadır.tanım: model ismi değişmezse şayet, tahmin edilenin aksine **** fiat agea diye telaffuz edilecektir.akla hemen sonra gelen edit: arka tasarımı ise genel olarak jaguar, eskinin volvo s80'i, bir yönüyle de citroen c4 sedan'ı anımsatmakta olsa da tasarım kalitesi olarak lada'yı andırmaktadır.","['herkes', 'bir', 'modele', 'benzetmiş', 'ben', 'benzeteyim', 'bari.özellikle', 'hatchback', '3', 'kapılısı', 'yapılırsa', 'volkswagen', ""scirocco'ya"", 'benzeyecektir', 'önden', 'bakıldığında', 'anki', 'haliyle', 'zaten', 'onu', 'andırmaktadır.tanım', 'model', 'ismi', 'değişmezse', 'şayet', 'tahmin', 'edilenin', 'aksine', 'fiat', 'agea', 'telaffuz', 'edilecektir.akla', 'hemen', 'sonra', 'gelen', 'edit', 'arka', 'tasarımı', 'genel', 'olarak', 'jaguar', 'eskinin', 'volvo', 's80', 'i', 'bir', 'yönüyle', 'citroen', 'c4', 'sedan', 'ı', 'anımsatmakta', 'olsa', 'tasarım', 'kalitesi', 'olarak', ""lada'yı"", 'andırmaktadır']"
fiat egea,7,fiat egea,8,"autoshow lansmanında fiat yetkilisi tarafından fiat egea olarak tanıtıldığı için, okunuşun artık sorun olmayacağını düşünüyorum.https://www.youtube.com/watch?v=zej2c0t6sas","['autoshow', 'lansmanında', 'fiat', 'yetkilisi', 'tarafından', 'fiat', 'egea', 'olarak', 'tanıtıldığı', 'okunuşun', 'artık', 'sorun', 'olmayacağını', 'düşünüyorum.https', '//www.youtube.com/watch', 'v=zej2c0t6sas']"
fiat egea,7,fiat egea,9,"bugün öğlen yalova üzerinden bursa'ya giderken gemlik sonrası yolda gördüğüm araç. yani en azından şimdi bakınca bunu gördüğümü düşünüyorum; çünkü aracı ilk görünce bir afalladım, sanayide filan mı yaptırmışlar bu ne ya, üstünde püsküller mi var diye dikiz aynasından dikkatli bakınca farkettim araç hani almanya'da casus çekimler oluyor ya, bmw mercedes filan yolda test edilirken görüntüleniyor, aynı onlar gibi kamuflajlanmış şekildeydi. ""nasıl olur bu"", ""nedir ki bu"" diye şaşkınlıkla bakınırken bir an önünü fiat logosuna benzettim, olabilir mi dedim, hani bursa'da fabrikası var diye; bir anlam verememiştim, şimdi sol framede başlığı ve entryleri görünce de taşlar yerine oturdu.","['bugün', 'öğlen', 'yalova', 'üzerinden', ""bursa'ya"", 'giderken', 'gemlik', 'sonrası', 'yolda', 'gördüğüm', 'araç', 'azından', 'şimdi', 'bakınca', 'bunu', 'gördüğümü', 'düşünüyorum', 'aracı', 'ilk', 'görünce', 'bir', 'afalladım', 'sanayide', 'filan', 'yaptırmışlar', 'üstünde', 'püsküller', 'mi', 'var', 'dikiz', 'aynasından', 'dikkatli', 'bakınca', 'farkettim', 'araç', 'hani', ""almanya'da"", 'casus', 'çekimler', 'oluyor', 'bmw', 'mercedes', 'filan', 'yolda', 'test', 'edilirken', 'görüntüleniyor', 'aynı', 'onlar', 'kamuflajlanmış', 'şekildeydi', '``', 'olur', ""''"", '``', 'nedir', ""''"", 'şaşkınlıkla', 'bakınırken', 'bir', 'an', 'önünü', 'fiat', 'logosuna', 'benzettim', 'olabilir', 'mi', 'dedim', 'hani', ""bursa'da"", 'fabrikası', 'var', 'bir', 'anlam', 'verememiştim', 'şimdi', 'sol', 'framede', 'başlığı', 'entryleri', 'görünce', 'taşlar', 'yerine', 'oturdu']"
fiat egea,7,fiat egea,10,"dodge dart platformundan türetilmiş bir tasarım olmasına rağmen özellikle burun tasarımı ""ben modern albea'yım ulan"" diye bağırmaktadır.","['dodge', 'dart', 'platformundan', 'türetilmiş', 'bir', 'tasarım', 'olmasına', 'rağmen', 'özellikle', 'burun', 'tasarımı', '``', 'ben', 'modern', ""albea'yım"", 'ulan', ""''"", 'bağırmaktadır']"
fiat egea,8,fiat egea,1,"kuzey amerika orijinli caranddriver'ın internet sitesine ""en güzel görünümlü dodge dart, türkiye'de geliştirilmiş bir fiat"" başlığıyla konu olmuş fiat chrysler automotive'in tüm tecrübesini konuşturduğu proje.amerikan dergi fiat'ın son zamanlardaki uluslarası çalışmalarını ""translantik masatenisi"" olarak nitelemiş ki bunlar;-- fiat 500'ü kuzey amerika piyasasına sunmak-- dodge journey'i fiat freemont'a dönüştürmek-- alfa romeo giulietta'ya popo ekleyip, biraz büyüterek dodge dart'a döndürmektison aşamada da dodge dart'ın markalarını söküp, daha çekici hale getirip; avrupa, ortadoğu ve afrika piyasasına gönderme kararı almış. gerçek o ki amerikalılar da özellikle dart'ın yaşlı görünen, sade ön tasarımından ziyade aegea'dan çok hoşlanmışlar.---------------------------------buna ek olarak amerikan dergisinin ""istanbul'da yapılan tanıtım mantıklı. çünkü araç büyük oranda, ama dikkat sadece demedim, fiat'ın ticari araçlarının üretildiği tofaş tesislerinde üretilecek."" demesi de hoş.","['kuzey', 'amerika', 'orijinli', ""caranddriver'ın"", 'internet', 'sitesine', '``', 'güzel', 'görünümlü', 'dodge', 'dart', ""türkiye'de"", 'geliştirilmiş', 'bir', 'fiat', ""''"", 'başlığıyla', 'konu', 'olmuş', 'fiat', 'chrysler', ""automotive'in"", 'tecrübesini', 'konuşturduğu', 'proje.amerikan', 'dergi', ""fiat'ın"", 'son', 'zamanlardaki', 'uluslarası', 'çalışmalarını', '``', 'translantik', 'masatenisi', ""''"", 'olarak', 'nitelemiş', 'bunlar', '--', 'fiat', '500', 'ü', 'kuzey', 'amerika', 'piyasasına', 'sunmak', '--', 'dodge', 'journey', 'i', 'fiat', 'freemont', 'a', 'dönüştürmek', '--', 'alfa', 'romeo', ""giulietta'ya"", 'popo', 'ekleyip', 'biraz', 'büyüterek', 'dodge', 'dart', 'a', 'döndürmektison', 'aşamada', 'dodge', ""dart'ın"", 'markalarını', 'söküp', 'çekici', 'hale', 'getirip', 'avrupa', 'ortadoğu', 'afrika', 'piyasasına', 'gönderme', 'kararı', 'almış', 'gerçek', 'amerikalılar', 'özellikle', ""dart'ın"", 'yaşlı', 'görünen', 'sade', 'ön', 'tasarımından', 'ziyade', ""aegea'dan"", 'hoşlanmışlar.', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '-buna', 'ek', 'olarak', 'amerikan', 'dergisinin', '``', ""istanbul'da"", 'yapılan', 'tanıtım', 'mantıklı', 'araç', 'büyük', 'oranda', 'dikkat', 'sadece', 'demedim', ""fiat'ın"", 'ticari', 'araçlarının', 'üretildiği', 'tofaş', 'tesislerinde', 'üretilecek', ""''"", 'demesi', 'hoş']"
fiat egea,8,fiat egea,2,"fiat'ın kasayı çin mantığıyla oradan buradan toplayarak yaptığı ama bir şekilde göze hoş gelen ve türk halkı tarafından ageya şeklinde telaffuz edilmesi muhtemel görünen kompakt sedan.he bir de, bursa'da üretilecekmiş.ahanda link: fiat aegea autoshow 2015'te görüldü","[""fiat'ın"", 'kasayı', 'çin', 'mantığıyla', 'oradan', 'buradan', 'toplayarak', 'yaptığı', 'bir', 'şekilde', 'göze', 'hoş', 'gelen', 'türk', 'halkı', 'tarafından', 'ageya', 'şeklinde', 'telaffuz', 'edilmesi', 'muhtemel', 'görünen', 'kompakt', 'sedan.he', 'bir', ""bursa'da"", 'üretilecekmiş.ahanda', 'link', 'fiat', 'aegea', 'autoshow', ""2015'te"", 'görüldü']"
fiat egea,8,fiat egea,3,(bkz: koenigsegg agera),"['bkz', 'koenigsegg', 'agera']"
fiat egea,8,fiat egea,4,(bkz: fiat aegea),"['bkz', 'fiat', 'aegea']"
fiat egea,8,fiat egea,5,2016 yili yeni taksileri olacaktir.,"['2016', 'yili', 'yeni', 'taksileri', 'olacaktir']"
fiat egea,8,fiat egea,6,façası güzel olmuş. ama kesin kartondan yapmışlardır eski fiat modelleri gibi dedirten arabamsı.,"['façası', 'güzel', 'olmuş', 'kesin', 'kartondan', 'yapmışlardır', 'eski', 'fiat', 'modelleri', 'dedirten', 'arabamsı']"
fiat egea,8,fiat egea,7,"ülkem insanını sömürmek için yapılmış bir otomobil, yersen türk malı...","['ülkem', 'insanını', 'sömürmek', 'yapılmış', 'bir', 'otomobil', 'yersen', 'türk', 'malı', '...']"
fiat egea,8,fiat egea,8,aksesuar olarak koltuk ısıtması da olursa ciddi manada alma düşüncesinde olacağım araç. ama arka koltukları liena gibi tabureden bozmaysa almasam da olur.,"['aksesuar', 'olarak', 'koltuk', 'ısıtması', 'olursa', 'ciddi', 'manada', 'alma', 'düşüncesinde', 'olacağım', 'araç', 'arka', 'koltukları', 'liena', 'tabureden', 'bozmaysa', 'almasam', 'olur']"
fiat egea,8,fiat egea,9,dodge dart ile alakası olmayan otomobil. dodge dart'ın fiat muadili viaggio dur. araştırmadan sallamasanız keşke.,"['dodge', 'dart', 'alakası', 'olmayan', 'otomobil', 'dodge', ""dart'ın"", 'fiat', 'muadili', 'viaggio', 'dur', 'araştırmadan', 'sallamasanız', 'keşke']"
