Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,7,fiat egea,3,"arka stoplar olmamış, insignia özentisi. ayrıca o direksiyon simidini tasarlamada emeği geçen herkesin alnından öpeyim. çok başarılı bir çalışma olmuş çocuklar. şimdi gidip mondeo satın alabiliriz.opel insigniafiat aegeayok lan dikkatli baktımda sanırım bu arka stop volvo arka stop'undan sonra gördüğüm en çirkin arka stop. kısaca çöp.edit: buna tasarım faciası diyorduk birde talisman çıktı.","arka stoplar olmamış , ınsignia özentisi . ayrıca o direksiyon simidini tasarlamada emeği geçen herkesin alnından öpeyim . çok başarılı bir çalışma olmuş çocuklar . şimdi gidip mondeo satın alabiliriz . opel insigniafiat aegeayok lan dikkatli bakımda sanırım bu arka stop volvo arka stopundan sonra gördüğüm en çirkin arka stop . kısaca çöp . edit : buna tasarım faciası diyorduk birde talisman çıktı ."
fiat egea,7,fiat egea,4,proje başında koyulan ağırlık hedefinin de altına inen araba.gerçi proje seri imalata bağlanabilmiş değil henüz.,proje başında koyulan ağırlık hedefinin de altına inen araba . gerçi proje seri imalata bağlanabilmiş değil henüz .
fiat egea,7,fiat egea,5,vites topuzunun altındaki çıtçıtıyla doğan slx'e selam çakıyor.,vites topuzunun altındaki çıtçıtıyla doğan slx'e selam çakıyor .
fiat egea,7,fiat egea,6,"dodge dart'ın avrupa için yeniden yorumlanmış hali. peugeot 301, citroen c-elysee, skoda rapid ve renault scala'ya rakip olacak. 4,500 mm uzunluk, 1,780 mm genişlik ve 1,480 mm yükseklik ise ölçüleri; aks aralığı 2,640 mm olarak belirtilmiş ve bagaj hacmi ise 510l.bursa'da peugeot bipper, citroën nemo ve opel combo ile birlikte aynı fabrikada üretilecekmiş. http://www.fiat.com/com/aegea","dodge dartın avrupa için yeniden yorumlanmış hali . peugeot 301 , citroen c-elysee , skoda rapid ve renault scalaya rakip olacak . 4,500 mm uzunluk , 1,780 mm genişlik ve 1,480 mm yükseklik ise ölçüleri ; aks aralığı 2,640 mm olarak belirtilmiş ve bagaj hacmi ise 510l . bursa'da peugeot bipper , citroen nemo ve opel combo ile birlikte aynı fabrikada üretilecekmiş . http://www.fiat.com/com/aegea"
fiat egea,7,fiat egea,7,"herkes bir modele benzetmiş, ben de benzeteyim bari.özellikle hatchback ya da 3 kapılısı yapılırsa, volkswagen scirocco'ya benzeyecektir. önden bakıldığında, şu anki haliyle zaten onu andırmaktadır.tanım: model ismi değişmezse şayet, tahmin edilenin aksine **** fiat agea diye telaffuz edilecektir.akla hemen sonra gelen edit: arka tasarımı ise genel olarak jaguar, eskinin volvo s80'i, bir yönüyle de citroen c4 sedan'ı anımsatmakta olsa da tasarım kalitesi olarak lada'yı andırmaktadır.","herkes bir modele benzetmiş , ben de benzeteyim bari . özellikle hatchback ya da 3 kapılışı yapılırsa , volkswagen sciroccoya benzeyecektir . önden bakıldığında , şu anki haliyle zaten onu andırmaktadır . tanım : model ismi değişmezse şayet , tahmin edilenin aksine * * * * fiyat ağa diye telaffuz edilecektir . akla hemen sonra gelen edit : arka tasarımı ise genel olarak jaguar , eskinin volvo s80'i , bir yönüyle de citroen c4 sedan'ı anımsatmakta olsa da tasarım kalitesi olarak lada'yı andırmaktadır ."
fiat egea,7,fiat egea,8,"autoshow lansmanında fiat yetkilisi tarafından fiat egea olarak tanıtıldığı için, okunuşun artık sorun olmayacağını düşünüyorum.https://www.youtube.com/watch?v=zej2c0t6sas","autoshow lansmanında fiyat yetkilisi tarafından fiyat eğer olarak tanıtıldığı için , okunuşun artık sorun olmayacağını düşünüyorum . https://www.youtube.com/watch?v=zej2c0t6şaş"
fiat egea,7,fiat egea,9,"bugün öğlen yalova üzerinden bursa'ya giderken gemlik sonrası yolda gördüğüm araç. yani en azından şimdi bakınca bunu gördüğümü düşünüyorum; çünkü aracı ilk görünce bir afalladım, sanayide filan mı yaptırmışlar bu ne ya, üstünde püsküller mi var diye dikiz aynasından dikkatli bakınca farkettim araç hani almanya'da casus çekimler oluyor ya, bmw mercedes filan yolda test edilirken görüntüleniyor, aynı onlar gibi kamuflajlanmış şekildeydi. ""nasıl olur bu"", ""nedir ki bu"" diye şaşkınlıkla bakınırken bir an önünü fiat logosuna benzettim, olabilir mi dedim, hani bursa'da fabrikası var diye; bir anlam verememiştim, şimdi sol framede başlığı ve entryleri görünce de taşlar yerine oturdu.","bugün öğlen yalova üzerinden bursa'ya giderken gemlik sonrası yolda gördüğüm araç . yani en azından şimdi bakınca bunu gördüğümü düşünüyorum ; çünkü aracı ilk görünce bir afalladım , sanayide filan mı yaptırmışlar bu ne ya , üstünde püsküller mı var diye dikiz aynasından dikkatli bakınca farkettim araç hani almanya'da casus çekimler oluyor ya , bmw mercedes filan yolda test edilirken görüntüleniyor , aynı onlar gibi kamuflajlanmış şekildeydi . "" nasıl olur bu "" , "" nedir ki bu "" diye şaşkınlıkla bakınırken bir an önünü fiat logosuna benzettim , olabilir mi dedim , hani bursa'da fabrikası var diye ; bir anlam verememiştim , şimdi sol framede başlığı ve Gentry'leri görünce de taşlar yerine oturdu ."
fiat egea,7,fiat egea,10,"dodge dart platformundan türetilmiş bir tasarım olmasına rağmen özellikle burun tasarımı ""ben modern albea'yım ulan"" diye bağırmaktadır.","dodge dart platformundan türetilmiş bir tasarım olmasına rağmen özellikle burun tasarımı "" ben modern albeayım ulan "" diye bağırmaktadır ."
fiat egea,8,fiat egea,1,"kuzey amerika orijinli caranddriver'ın internet sitesine ""en güzel görünümlü dodge dart, türkiye'de geliştirilmiş bir fiat"" başlığıyla konu olmuş fiat chrysler automotive'in tüm tecrübesini konuşturduğu proje.amerikan dergi fiat'ın son zamanlardaki uluslarası çalışmalarını ""translantik masatenisi"" olarak nitelemiş ki bunlar;-- fiat 500'ü kuzey amerika piyasasına sunmak-- dodge journey'i fiat freemont'a dönüştürmek-- alfa romeo giulietta'ya popo ekleyip, biraz büyüterek dodge dart'a döndürmektison aşamada da dodge dart'ın markalarını söküp, daha çekici hale getirip; avrupa, ortadoğu ve afrika piyasasına gönderme kararı almış. gerçek o ki amerikalılar da özellikle dart'ın yaşlı görünen, sade ön tasarımından ziyade aegea'dan çok hoşlanmışlar.---------------------------------buna ek olarak amerikan dergisinin ""istanbul'da yapılan tanıtım mantıklı. çünkü araç büyük oranda, ama dikkat sadece demedim, fiat'ın ticari araçlarının üretildiği tofaş tesislerinde üretilecek."" demesi de hoş.","kuzey amerika orijinli caranddriver'in internet sitesine "" en güzel görünümlü dodge dart , türkiye'de geliştirilmiş bir fiyat "" başlığıyla konu olmuş fiat chrysler Automotive'n tüm tecrübesini konuşturduğu proje . amerikan dergi fiat'ın son zamanlardaki uluslarası çalışmalarını "" translandık masatenisi "" olarak nitelemiş ki bunlar ; - - fiat 500'ü kuzey amerika piyasasına sunmak - - dodge journeyi fiyat freemonta dönüştürmek - - alfa romeo giuliettaya popo ekleyip , biraz büyüterek dodge darta döndürmektison aşamada da dodge dartın markalarını sokup , daha çekici hale getirip ; avrupa , ortadoğu ve afrika piyasasına gönderme kararı almış . gerçek o ki amerikalılar da özellikle dartın yaşlı görünen , sade ön tasarımından ziyade aegea'dan çok hoşlanmışlar . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - buna ek olarak amerikan dergisinin "" istanbul'da yapılan tanıtım mantıklı . çünkü araç büyük oranda , ama dikkat sadece demedim , fiat'ın ticari araçlarının üretildiği tofaş tesislerinde üretilecek . "" demesi de hoş ."
fiat egea,8,fiat egea,2,"fiat'ın kasayı çin mantığıyla oradan buradan toplayarak yaptığı ama bir şekilde göze hoş gelen ve türk halkı tarafından ageya şeklinde telaffuz edilmesi muhtemel görünen kompakt sedan.he bir de, bursa'da üretilecekmiş.ahanda link: fiat aegea autoshow 2015'te görüldü","fiat'ın kasayı çin mantığıyla ordan burdan toplayarak yaptığı ama bir şekilde göze hoş gelen ve türk halkı tarafından ağaya şeklinde telaffuz edilmesi muhtemel görünen kompakt sedan . he bir de , bursa'da üretilecekmiş . alanda link : fiyat Aegean autoshow 2015'te görüldü"
fiat egea,8,fiat egea,3,(bkz: koenigsegg agera),( bkz : koenigsegg eğer )
fiat egea,8,fiat egea,4,(bkz: fiat aegea),( bkz : fiyat Aegean )
fiat egea,8,fiat egea,5,2016 yili yeni taksileri olacaktir.,2016 yılı yeni taksileri olacaktır .
fiat egea,8,fiat egea,6,façası güzel olmuş. ama kesin kartondan yapmışlardır eski fiat modelleri gibi dedirten arabamsı.,façası güzel olmuş . ama kesin kartondan yapmışlardır eski fiat modelleri gibi dedirten arabamsı .
fiat egea,8,fiat egea,7,"ülkem insanını sömürmek için yapılmış bir otomobil, yersen türk malı...","ülkem insanını sömürmek için yapılmış bir otomobil , yersen türk malı ..."
fiat egea,8,fiat egea,8,aksesuar olarak koltuk ısıtması da olursa ciddi manada alma düşüncesinde olacağım araç. ama arka koltukları liena gibi tabureden bozmaysa almasam da olur.,aksesuar olarak koltuk ısıtması da olursa ciddi manada alma düşüncesinde olacağım araç . ama arka koltukları Linea gibi tabureden bozmaysa almasam da olur .
fiat egea,8,fiat egea,9,dodge dart ile alakası olmayan otomobil. dodge dart'ın fiat muadili viaggio dur. araştırmadan sallamasanız keşke.,dodge dart ile alakası olmayan otomobil . dodge dartın fiyat muadili Piaggio dur . araştırmadan sallamasanız keşke .
fiat egea,8,fiat egea,10,"çekilin len dıbışlar abiniz geldi. mevzu şu, buralarda çok dalga geçilsede fiat markasının 1988 yılında piayasaya çıkardığı kompakt sınıf otomobilleri fiat tipo ve fiat tempra modelleri giugiaro tarafından yapılmış ilerici ve göze hoş gelen tasarımları, zamanına göre güçlü ve sorunsuz motorları, gene zamanına göre eksiksiz donanım kalemleri ve uygun yakıt tüketimleri ile ilk çıktığı yıl yılın otomobili ödülünü de alarak 1996 yılına kadar üretilmiş, birçok avrupa ülkesinde en çok satılan otomobiller listesine girmeyi başarmış ve o zamanki nispeten düşük mali performanslar elde edebilen fiat spa ya gayet güzel paralar kazandırmayı da başarmışlar idi. 1996 yılında bu iki otomobilin üretimini sonlandırıp aynı sınıfta fiat bravo, fiat brava ve fiat marea modellerinin üretimine başlayan fiat bu yeni modelleri ile istediği ticari başarıyı yakalayamayacağını kısa sürede anlamış daha 1997 yılında 1 milyar dolar gibi o zaman için muazzam bir bütçe ve sınıfının en modern ve pratik otomobilini üretmek hedefi ile bu üçlünün yerine satışa çıkaracağı fiat stilo modelini geliştirmeye başlamış ve tasarım işini de en güvendiği iş ortaklarından ünlü italyan tasarımcı giorgetto giugiaro ya ihale etmişti. 4 yıllık geliştirme süreci ve harcanan muazzam bütçe 2001 yılında meyvesini vermiş gerçekten de aynı segmentteki rakipleri ile yanyana geldiğinde hemen dikkat çeken, son derece şık ve modern bir otomobil olan fiat stilo modeli 3door, 5door ve multiwagon olarak üç kasa seçeneği ile 2001 yılında bayilerdeki yerini almış. sadece piyasaya çıktığı yıl ellinin üstünde uluslarası ödül almayı da başarmış idi. stilo zamanına göre muazzam denilebilecek ölçüde modern, pratik ve donanımlı(electronic stability program-easy entry-keylees go-9"" renkli navigasyon ekranı-dual zone dijital klima-air quality sensor-ön ve arka park sensörleri-smart cruise control-14 hoparlörlü ve 1000 watt gücünde muazzam bir balupunkt marka ses sistemi-cd changer-5 parça açılabilir bir cam tavan olan skywindow-bixenon farlar-elektrikli, hafızalı ve ısıtmalı koltuklar-dualdrive elektrikli direksiyon gibi o zamanlar için kompakt sınıfın hiçbir otomobilinde opsiyonel olarak bile alamayacağınız aksesuarlar standart donanımda sunuluyordu) bir otomobil olmasına rağmen fiat markası ile uyumsuz bir reklam stratejisi ve fiat markasının düşük profilli tüketici algısı nedeni ile ilk yıllarda başarılı satış rakamlarına ulaşsada ilerleyen yıllarda dikey bir grafikle düşen satış rakamları ile fiat grubun istediği ticari başarı ve karlılık rakamlarının uzağında kalmasıyla 2007 yılına kadar üretilip tarihteki gururlu yerini aldı. fiat markası ise 2007 yılının sonlarına doğru yepyeni bir sayfa açarak ilerleyen yıllarda altyapısını alfa romeo giulietta ve lancia delta modelleri ile paylaşacak 2. nesil fiat bravo modelini tanıttı. her 3 modelle de son derece başarılı satış rakamlarına ulaşan bu platform 2012 yılında okyanusun diğer tarafına da çıkarma yaparak fiat grubu bünyesine katılan dodge markasının dart modeli ve chrysler 200 modellerine de altyapı oluşturacak idi. sonuç olarak avrupa kıtasında (bkz: fiat bravo), (bkz: lancia delta), (bkz: alfa romeo giulietta) kuzey amerikada (bkz: dodge dart), (bkz: chrysler 200) uzakasyada ise (bkz: fiat viaggio) modellerinin geliştirilp üretildiği fiat group c-platform üzerine türk mühendisler tarafından geliştirilmiş ve bursada üretilip dünyaya satılacak bir otomobildir kendisi. ..edit: bir takım yazım hatasına müdahale.","çekilin lan dibislar abiniz geldi . mevzu şu , buralarda çok dalga geçilmede fiat markasının 1988 yılında piyasaya çıkardığı kompakt sınıf otomobilleri fiat tipo ve fiat tempra modelleri giugiaro tarafından yapılmış ilerici ve göze hoş gelen tasarımları , zamanına göre güçlü ve sorunsuz motorları , gene zamanına göre eksiksiz donanım kalemleri ve uygun yakıt tüketimleri ile ilk çıktığı yıl yılın otomobili ödülünü de alarak 1996 yılına kadar üretilmiş , birçok avrupa ülkesinde en çok satılan otomobiller listesine girmeyi başarmış ve o zamanki nispeten düşük mali performanslar elde edebilen fiat spa ya gayet güzel paralar kazandırmayı da başarmışlar idi . 1996 yılında bu iki otomobilin üretimini sonlandırıp aynı sınıfta fiat bravo , fiat brava ve fiat marea modellerinin üretimine başlayan fiyat bu yeni modelleri ile istediği ticari başarıyı yakalayamayacağını kısa sürede anlamış daha 1997 yılında 1 milyar dolar gibi o zaman için muazzam bir bütçe ve sınıfının en modern ve pratik otomobilini üretmek hedefi ile bu üçlünün yerine satışa çıkaracağı fiat stilo modelini geliştirmeye başlamış ve tasarım işini de en güvendiği iş ortaklarından ünlü italyan tasarımcı giorgetto giugiaro ya ihale etmişti . 4 yıllık geliştirme süreci ve harcanan muazzam bütçe 2001 yılında meyvesini vermiş gerçekten de aynı segmentteki rakipleri ile yanyana geldiğinde hemen dikkat çeken , son derece şık ve modern bir otomobil olan fiat stilo modeli Door , Door ve multiwagon olarak üç kasa seçeneği ile 2001 yılında bayilerdeki yerini almış . sadece piyasaya çıktığı yıl ellinin üstünde uluslarası ödül almayı da başarmış idi . stilo zamanına göre muazzam denebilecek ölçüde modern , pratik ve donanımlı ( electronic stabilite program-easy entry-keylees gö-9 "" renkli navigasyon ekranı-dual zone dijital klima-air quality sensor-on ve arka park sensörleri-smart cruise control-14 hoparlörlü ve 1000 watt gücünde muazzam bir balupunkt marka ses sistemi-cd changer-5 parça açılabilir bir cam tavan olan skywindow-bixenon farlar-elektrikli , hafızalı ve ısıtmalı koltuklar-dualdrive elektrikli direksiyon gibi o zamanlar için kompakt sınıfın hiçbir otomobilinde opsiyonel olarak bile alamayacağınız aksesuarlar standart donanımda sünülüyordu ) bir otomobil olmasına rağmen fiat markası ile uyumsuz bir reklam stratejisi ve fiat markasının düşük profilli tüketici algısı nedeni ile ilk yıllarda başarılı satış rakamlarına ulaşmada ilerleyen yıllarda dikey bir grafikle düşen satış rakamları ile fiyat grubun istediği ticari başarı ve karlılık rakamlarının uzağında kalmasıyla 2007 yılına kadar üretilip tarihteki gururlu yerini aldı . fiat markası ise 2007 yılının sonlarına doğru yepyeni bir sayfa açarak ilerleyen yıllarda altyapısını alfa romeo giulietta ve lancia delta modelleri ile paylaşacak 2. nesil fiat bravo modelini tanıttı . her 3 modelle de son derece başarılı satış rakamlarına ulaşan bu platform 2012 yılında okyanusun diğer tarafına da çıkarma yaparak fiat grubu bünyesine katılan dodge markasının dart modeli ve chrysler 200 modellerine de altyapı oluşturacak idi . sonuç olarak avrupa kıtasında ( bkz : fiat bravo ) , ( bkz : lancia delta ) , ( bkz : alfa romeo giulietta ) kuzey amerikada ( bkz : dodge dart ) , ( bkz : chrysler 200 ) uzakasyada ise ( bkz : fiyat Piaggio ) modellerinin geliştirip üretildiği fiat group c-platform üzerine türk mühendisler tarafından geliştirilmiş ve burada üretilip dünyaya satılacak bir otomobildir kendisi . . . edit : bir takım yazım hatasına müdahale ."
