Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni,Stemli Entry
fiat egea,6,fiat egea,4,"fiat'ın yeni projesi. (bkz: #51516339) verilen bilgiye göre tasarımı italya'da, ar-ge faaliyetleri tofaş'ta yapılmış. büyük ihtimalle kompakt sınıfta focus, jetta-golf, corolla-auris, mazda 3, i30-elantra gibi modellerle yarışmak için geliştirildi. zira mevcut model bravo, türkiye pazarı gibi pazarlarda biraz zayıf kalıyor.(bkz: #51518746) bu entryde verilen linke göre de aegea sadece proje ismiymiş. gerçek ismi zaten pazara göre en kolay söylenebilecek isimden seçiliyor veya pazarda ses getirmiş eski modellerden alıyorlar.görünce ilk olarak aklıma yeni (bkz: dodge dart) geldi. alfa romeo alt yapısını kullanırlar mı acaba diye de düşündüm. eğer tofaş yeni bir montaj hattı kurmadı ise, eski platformlardan geliştirilen bir otomobil olacaktır tahminimce. tabii ki uzman değilim, uzman arkadaşlar daha iyi biliyordur. eğer tofaş yeni teknolojiler entegre etmeyi başarırsa uzun ve başarılı bir satış hayatı olur, yok sadece kompakt sedanlara ucuz bir alternatif olarak geliştirildi ise sadece linea modelinin biraz irisi olur. bu da dodge dart","fiat'ın yeni projesi . ( bkz : #51516339 ) verilen bilgiye göre tasarımı italya'da , arge faaliyetleri tofaş'ta yapılmış . büyük ihtimalle kompakt sınıfta focus , jetta-golf , corolla-auriş , mazda 3 , i30-elantra gibi modellerle yarışmak için geliştirildi . zira mevcut model bravo , türkiye pazarı gibi pazarlarda biraz zayıf kalıyor . ( bkz : #51518746 ) bu Gentry'de verilen linke göre de Aegean sadece proje ismiymiş . gerçek ismi zaten pazara göre en kolay söylenebilecek isimden seçiliyor veya pazarda ses getirmiş eski modellerden alıyorlar . görünce ilk olarak aklıma yeni ( bkz : dodge dart ) geldi . alfa romeo alt yapısını kullanırlar mı acaba diye de düşündüm . eğer tofaş yeni bir montaj hattı kurmadı ise , eski platformlardan geliştirilen bir otomobil olacaktır tahminimce . tabii ki uzman değilim , uzman arkadaşlar daha iyi biliyordur . eğer tofaş yeni teknolojiler entegre etmeyi başarırsa uzun ve başarılı bir satış hayatı olur , yok sadece kompakt sedanlar ucuz bir alternatif olarak geliştirildi ise sadece linea modelinin biraz irisi olur . bu da dodge dart","fiat'ın yen projesi. (bkz: #51516339) verilen bilgi gör tasar italya'da, ar-ge faaliyet tofaş'ta yapılmış. büyük ihtimalle kompakt sınıf focus, jetta-golf, corolla-auris, maz 3, i30-elantra gip model yarışmak iç geliştirildi. zira mevcut model bravo, türki pazar gip pazar biraz zayıf kalıyor.(bkz: #51518746) bu entry verilen link gör de aegea sade proje ismiymiş. gerçek ism zaten pazar gör en kolay söylenebilecek isim seçiliyor veya pazar ses getir esk model alıyorlar.görünce ilk olarak akl yen (bkz: dodge dart) geldi. alf romeo alt yapı kullanır mı acap di de düşündüm. eğer tofaş yen bir montaj hatt kurm ise, esk platform geliştirilen bir otomobil olacak tahminimce. tabi ki uzman değilim, uzman arkadaş dah iyi biliyordur. eğer tofaş yen teknoloji entegr etme başarır uzun ve başarı bir satış haya olur, yok sade kompakt sedan uç bir alternatif olarak geliştiril is sade linea mode biraz iris olur. bu da dodge dart"
fiat egea,6,fiat egea,5,"arabanın geneli hoş duruyor. ön farlar çok boş bakıyor. mercek veya led gündüz farlarıyla daha doyurucu olabilirdi. arka tarafta ise krom çıtanın alt tarafı, plakalık bölmesi tepsi gibi bomboş. bu iki detay haricinde güzel olmuş. daha küçük gerçekçi jantlarla daha oturaklı güzel görünecektir.","arabanın geneli hoş duruyor . ön farlar çok boş bakıyor . mercek veya led gündüz farlarıyla daha doyurucu olabilirdi . arka tarafta ise krom çıtanın alt tarafı , plakalık bölmesi tepsi gibi bomboş . bu iki detay haricinde güzel olmuş . daha küçük gerçekçi jantlarla daha oturaklı güzel görünecektir .","araba gene hoş duruyor. ön far çok boş bakıyor. mercek veya led günt far dah doyuruç olabilirdi. ark taraf is krom çıta alt tarafı, plakalık bölme teps gip bomboş. bu ik detay hariç güzel olmuş. dah küçük gerçekç jant dah oturak güzel görünecektir."
fiat egea,6,fiat egea,6,stop lambaları bildiğin superb lan dedirten fiat'ın yeni sedan aracı. aga multijet kaliteli motor eyvallah da şu araçla fiat albea'nın aynı motoru kullanması beni yaralıyor. neyse detaylara bakmak lazım tabi 1.3 multijet kullanmaz herhalde.,stop lambaları bildiğin superb lan dedirten fiat'ın yeni sedan aracı . ağa multijet kaliteli motor eyvallah da şu araçla fiyat albeanın aynı motoru kullanması beni yaralıyor . neyse detaylara bakmak lazım tabi 1.3 multijet kullanmaz herhalde .,stop lamba bildik superb lan dedir fiat'ın yen sedan aracı. ag multijet kalite motor eyvallah da şu araç fiat albea'nın aynı motor kullanma ben yaralıyor. ne detay bakmak lazım tabi 1.3 multijet kullanmaz herhalde.
fiat egea,6,fiat egea,7,bunun hatchbackini de yapip bravo'yu iskartaya cikartirlarsa bravo fiyatlari duser muhtemelen. ben kendisini hala seviyorum.kendimi yanci gibi hissettim.,bunun hatchbackını de yapıp bravoyu ıskartaya çıkartırlarsa bravo fiyatları düşer muhtemelen . ben kendisini hala seviyorum . kendimi yancı gibi hissettim .,bun hatchbackin de yapip bravo'yu iskarta cikartirlar bravo fiyatlari duser muhtemelen. ben kendi hal seviyorum.kendimi yanci gip hissettim.
fiat egea,6,fiat egea,8,"linea'nin yenisi gibi gormek haksizlik olabilir.linea, corsa'larin 500l'lerin, doblo'larin uretildigi platformda uretiliyor:http://en.wikipedia.org/…iki/gm_fiat_small_platformaegea ise dart'larin, giulietta'larin, cherokee'lerin uretildigi platformda uretiliyor:http://en.wikipedia.org/wiki/fiat_compact_platformbu aegea'nin turkiye'de tutabilmesi icin bana gore 3 sey lazim:1 - ismini degistirmeleri2 - 1.6 dizel otomatik makul aksesuarli********** bir versiyonu 65000-70000 lira seviyelerinde satmalari3 - dusuk servis fiyatlarıeger bu 3'unu yaparlarsa (hadi isim kismi espri olsun) son 2'sini yaparlarsa, bu araba bestseller olur. benzer donanimdaki hyundai i30 icin 82000 lira para istiyorlar. cok daha dusuk donanimli ve servise gitmeye korktugunuz jetta'lar icin 90000 lira para istiyorlar.","linea'nın yenisi gibi görmek haksızlık olabilir . linea , corsaların 500l'lerin , dobloların üretildiği platformda üretiliyor : http://en.wikipedia.org/ … iki / gm_fiat_small_platformaegea ise dartların , giuliettaların , cherokeelerin üretildiği platformda üretiliyor : http://en.wikipedia.org/wiki/fiat_compact_platformbu aegea'nın türkiye'de tutabilmesi için bana göre 3 şey lazım : 1 - ismini değiştirmeleri - 1.6 dizel otomatik makul aksesuarlı * * * * * * * * * * bir versiyonu 65000-70000 lira seviyelerinde satmaları - düşük servis fiyatlarıeğer bu 3'unu yaparlarsa ( hadi isim kısmı espri olsun ) son 2'sini yaparlarsa , bu araba bestseller olur . benzer donanımdaki hyundai i30 için 82000 lira para istiyorlar . çok daha düşük donanımlı ve servise gitmeye korktuğunuz jettalar için 90000 lira para istiyorlar .","linea'nin yeni gip gormek haksizlik olabilir.linea, corsa'larin 500l'lerin, doblo'larin uretildig platform uretiliyor:http://en.wikipedia.org/…iki/gm_fiat_small_platformaegea is dart'larin, giulietta'larin, cherokee'lerin uretildig platform uretiliyor:http://en.wikipedia.org/wiki/fiat_compact_platformbu aegea'nin turkiye'de tutabilme iç ban gore 3 sey lazim:1 - ism degistirmeleri2 - 1.6 dizel otomatik makul aksesuarli********** bir versiyon 65000-70000 lira seviye satmalari3 - dusuk servis fiyatlarıeger bu 3'unu yapar (hadi is kism espr olsun) son 2'sini yaparlarsa, bu araba bestsel olur. benzer donanimdaki hyundai i30 iç 82000 lira par istiyorlar. cok dah dusuk donanim ve servis gitme korktug jetta'lar iç 90000 lira par istiyorlar."
fiat egea,6,fiat egea,9,focus diye mondeo fotosu atacak kadar afallatmıstır yurdum insanını. başarılı herhalde,focus diye mondeo fotosu atacak kadar afallatmıştır yurdum insanını . başarılı herhalde,focus di mondeo foto atacak kadar afallatmıs yurt insanını. başarı herhalde
fiat egea,6,fiat egea,10,sunroof koysunlar olm. resmen linea alınmamasına sebep. şu dünyada b sınıfı sedan ya da küçük c serisi denen modellere sunroof koyan tek model hyundai accent era idi. gerçi onun gibi bir efsane asla gelmeyecek ama yine de sunroof koyun olm.,sunroof koysunlar olum . resmen linea alınmamasına sebep . şu dünyada b sınıfı sedan ya da küçük c serisi denilen modellere sunroof koyan tek model hyundai accent era idi . gerçi onun gibi bir efsane asla gelmeyecek ama yine de sunroof koyun olum .,sunroof koys olm. resmen linea alınmama sebep. şu dünya b sınıf sedan ya da küçük c seri denen model sunroof koyan tek model hyundai accent era idi. gerç on gip bir efsane asl gelmeyecek am yin de sunroof koy olm.
fiat egea,7,fiat egea,1,kanallı tavan tasarımından dolayı sunroof veya panoramik cam tavan ın opsiyonel olarak bile satın alınamayacağı araba. götlerine soksunlar.(bkz: mazda 3/@calvin klein),kanallı tavan tasarımından dolayı sunroof veya panoramik cam tavanın opsiyonel olarak bile satın alınamayacağı araba . götlerine soksunlar . ( bkz : mazda 3 / @calvin klein ),kanal tavan tasarım dola sunroof veya panoramik cam tavan ın opsiyonel olarak bil sat alınamayacak araba. göt soksunlar.(bkz: maz 3/@calvin klein)
fiat egea,7,fiat egea,2,söylenene göre araç aegea ismi ile piyasaya çıkmayacak. bu sadece bir rumuz. 2016 öncesi satışa sunulması umulan araç bursa'da üretilicek. 510 litre bagaj hacmi ise ilaç firmalarının iştahını arttırcaktır. genel anlamda '' hiç satın almayacağım bir markanın '' başka bir modeli.daha da detaygelen mesajlar üzerine edit : referans olarak verdiğim autocar sitesinin yalancısıyım.,söylenene göre araç Aegean ismi ile piyasaya çıkmayacak . bu sadece bir rumuz . 2016 öncesi satışa sunulması umulan araç bursa'da üretilecek . 510 litre bagaj hacmi ise ilaç firmalarının iştahını arttırmaktır . genel anlamda ' ' hiç satın almayacağım bir markanın ' ' başka bir modeli . daha da detaygelen mesajlar üzerine edit : referans olarak verdiğim Autocad sitesinin yalancısıyım .,söylenen gör araç aegea ism il piyasa çıkmayacak. bu sade bir rumuz. 2016 önce satış sunulma umulan araç bursa'da üretilicek. 510 litre bagaj hacmi is ilaç firma iştah arttırcaktır. genel anla '' hiç sat almayacak bir marka '' başka bir modeli.daha da detaygelen mesaj üzer edit : referans olarak verdik autocar site yalancısıyım.
fiat egea,7,fiat egea,3,"arka stoplar olmamış, insignia özentisi. ayrıca o direksiyon simidini tasarlamada emeği geçen herkesin alnından öpeyim. çok başarılı bir çalışma olmuş çocuklar. şimdi gidip mondeo satın alabiliriz.opel insigniafiat aegeayok lan dikkatli baktımda sanırım bu arka stop volvo arka stop'undan sonra gördüğüm en çirkin arka stop. kısaca çöp.edit: buna tasarım faciası diyorduk birde talisman çıktı.","arka stoplar olmamış , ınsignia özentisi . ayrıca o direksiyon simidini tasarlamada emeği geçen herkesin alnından öpeyim . çok başarılı bir çalışma olmuş çocuklar . şimdi gidip mondeo satın alabiliriz . opel insigniafiat aegeayok lan dikkatli bakımda sanırım bu arka stop volvo arka stopundan sonra gördüğüm en çirkin arka stop . kısaca çöp . edit : buna tasarım faciası diyorduk birde talisman çıktı .","ark stop olmamış, insignia özentisi. ayrı o direksiyon simit tasarlama emek geçen herk aln öpeyim. çok başarı bir çalış ol çocuklar. şimt gidip mondeo sat alabiliriz.opel insigniafiat aegeayok lan dikkatli bakt sanır bu ark stop volvo ark stop'undan sonr gördük en çirk ark stop. kısa çöp.edit: bun tasar facia diyor bir talisman çıktı."
fiat egea,7,fiat egea,4,proje başında koyulan ağırlık hedefinin de altına inen araba.gerçi proje seri imalata bağlanabilmiş değil henüz.,proje başında koyulan ağırlık hedefinin de altına inen araba . gerçi proje seri imalata bağlanabilmiş değil henüz .,proje baş koyulan ağırlık hedef de alt inen araba.gerçi proje ser imala bağlanabil değil henüz.
fiat egea,7,fiat egea,5,vites topuzunun altındaki çıtçıtıyla doğan slx'e selam çakıyor.,vites topuzunun altındaki çıtçıtıyla doğan slx'e selam çakıyor .,vites topuz alt çıtçıt doğan slx'e selam çakıyor.
fiat egea,7,fiat egea,6,"dodge dart'ın avrupa için yeniden yorumlanmış hali. peugeot 301, citroen c-elysee, skoda rapid ve renault scala'ya rakip olacak. 4,500 mm uzunluk, 1,780 mm genişlik ve 1,480 mm yükseklik ise ölçüleri; aks aralığı 2,640 mm olarak belirtilmiş ve bagaj hacmi ise 510l.bursa'da peugeot bipper, citroën nemo ve opel combo ile birlikte aynı fabrikada üretilecekmiş. http://www.fiat.com/com/aegea","dodge dartın avrupa için yeniden yorumlanmış hali . peugeot 301 , citroen c-elysee , skoda rapid ve renault scalaya rakip olacak . 4,500 mm uzunluk , 1,780 mm genişlik ve 1,480 mm yükseklik ise ölçüleri ; aks aralığı 2,640 mm olarak belirtilmiş ve bagaj hacmi ise 510l . bursa'da peugeot bipper , citroen nemo ve opel combo ile birlikte aynı fabrikada üretilecekmiş . http://www.fiat.com/com/aegea","dodge dart'ın avrup iç yeni yorumlan hali. peugeot 301, citroen c-elysee, sko rapid ve renault scala'ya rakip olacak. 4,500 mm uzunluk, 1,780 mm genişlik ve 1,480 mm yükseklik is ölçüleri; aks aralık 2,640 mm olarak belirtil ve bagaj hacmi is 510l.bursa'da peugeot bipper, citroën nemo ve opel combo il birlik aynı fabrika üretilecekmiş. http://www.fiat.com/com/aegea"
fiat egea,7,fiat egea,7,"herkes bir modele benzetmiş, ben de benzeteyim bari.özellikle hatchback ya da 3 kapılısı yapılırsa, volkswagen scirocco'ya benzeyecektir. önden bakıldığında, şu anki haliyle zaten onu andırmaktadır.tanım: model ismi değişmezse şayet, tahmin edilenin aksine **** fiat agea diye telaffuz edilecektir.akla hemen sonra gelen edit: arka tasarımı ise genel olarak jaguar, eskinin volvo s80'i, bir yönüyle de citroen c4 sedan'ı anımsatmakta olsa da tasarım kalitesi olarak lada'yı andırmaktadır.","herkes bir modele benzetmiş , ben de benzeteyim bari . özellikle hatchback ya da 3 kapılışı yapılırsa , volkswagen sciroccoya benzeyecektir . önden bakıldığında , şu anki haliyle zaten onu andırmaktadır . tanım : model ismi değişmezse şayet , tahmin edilenin aksine * * * * fiyat ağa diye telaffuz edilecektir . akla hemen sonra gelen edit : arka tasarımı ise genel olarak jaguar , eskinin volvo s80'i , bir yönüyle de citroen c4 sedan'ı anımsatmakta olsa da tasarım kalitesi olarak lada'yı andırmaktadır .","herkes bir mode benzetmiş, ben de benze bari.özellikle hatchback ya da 3 kapı yapılırsa, volkswagen scirocco'ya benzeyecektir. ön bakıldığında, şu anki hali zaten on andırmaktadır.tanım: model ism değişmez şayet, tahmi edile aksin **** fiat agea di telaffuz edilecektir.akla hemen sonr gelen edit: ark tasar is genel olarak jaguar, eski volvo s80'i, bir yönü de citroen c4 sedan'ı anımsatmak ols da tasar kalite olarak lada'yı andırmaktadır."
fiat egea,7,fiat egea,8,"autoshow lansmanında fiat yetkilisi tarafından fiat egea olarak tanıtıldığı için, okunuşun artık sorun olmayacağını düşünüyorum.https://www.youtube.com/watch?v=zej2c0t6sas","autoshow lansmanında fiyat yetkilisi tarafından fiyat eğer olarak tanıtıldığı için , okunuşun artık sorun olmayacağını düşünüyorum . https://www.youtube.com/watch?v=zej2c0t6şaş","autoshow lansman fiat yetki taraf fiat egea olarak tanıtıldık için, okunuş ar sor olmayacak düşünüyorum.https://www.youtube.com/watch?v=zej2c0t6sas"
fiat egea,7,fiat egea,9,"bugün öğlen yalova üzerinden bursa'ya giderken gemlik sonrası yolda gördüğüm araç. yani en azından şimdi bakınca bunu gördüğümü düşünüyorum; çünkü aracı ilk görünce bir afalladım, sanayide filan mı yaptırmışlar bu ne ya, üstünde püsküller mi var diye dikiz aynasından dikkatli bakınca farkettim araç hani almanya'da casus çekimler oluyor ya, bmw mercedes filan yolda test edilirken görüntüleniyor, aynı onlar gibi kamuflajlanmış şekildeydi. ""nasıl olur bu"", ""nedir ki bu"" diye şaşkınlıkla bakınırken bir an önünü fiat logosuna benzettim, olabilir mi dedim, hani bursa'da fabrikası var diye; bir anlam verememiştim, şimdi sol framede başlığı ve entryleri görünce de taşlar yerine oturdu.","bugün öğlen yalova üzerinden bursa'ya giderken gemlik sonrası yolda gördüğüm araç . yani en azından şimdi bakınca bunu gördüğümü düşünüyorum ; çünkü aracı ilk görünce bir afalladım , sanayide filan mı yaptırmışlar bu ne ya , üstünde püsküller mı var diye dikiz aynasından dikkatli bakınca farkettim araç hani almanya'da casus çekimler oluyor ya , bmw mercedes filan yolda test edilirken görüntüleniyor , aynı onlar gibi kamuflajlanmış şekildeydi . "" nasıl olur bu "" , "" nedir ki bu "" diye şaşkınlıkla bakınırken bir an önünü fiat logosuna benzettim , olabilir mi dedim , hani bursa'da fabrikası var diye ; bir anlam verememiştim , şimdi sol framede başlığı ve Gentry'leri görünce de taşlar yerine oturdu .","bugü öğlen yalov üzer bursa'ya gider gemlik sonra yol gördük araç. yan en azın şimt bakı bun gördük düşünüyorum; çünk araç ilk görü bir afalladım, sanayi filan mı yaptır bu ne ya, üst püskül mi var di dik ayna dikkatli bakı farket araç hani almanya'da casus çek oluyor ya, bmw mercedes filan yol test edilir görüntüleniyor, aynı on gip kamuflajlan şekildeydi. ""nasıl olur bu"", ""nedir ki bu"" di şaşkınlık bakınırken bir an önün fiat logo benzettim, olabilir mi dedim, hani bursa'da fabrika var diye; bir anla verememiştim, şimt sol frame başlık ve entry görü de taş yer oturdu."
